idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text,prompt_original
1249,"Dr. Pranita P Bhoir practices at Om Dental Care Clinic in Goregaon West, Mumbai. She completed BDS from Dr. D.Y. Patil Dental College Hospital, Pune in 2008. She is a member of Indian Dental Association. Some of the services provided by the doctor are : Dental Implant Fixing, Tooth Extraction, Complete Partial Dentures Fixing, Dental Fillings and Laminates etc.",Dentist,6,6,0,Female,6,1 6 7 ,6 ,6 7 ,6 ,The best answer is 6. Dentist.,1. Physician  6. Dentist  7. Surgeon,6. Dentist,6. Dentist  7. Surgeon,6. Dentist,"Dr. Pranita P Bhoir practices at Om Dental Care Clinic in Goregaon West, Mumbai. She completed BDS from Dr. D.Y. Patil Dental College Hospital, Pune in 2008. She is a member of Indian Dental Association. Some of the services provided by the doctor are : Dental Implant Fixing, Tooth Extraction, Complete Partial Dentures Fixing, Dental Fillings and Laminates etc."
1250,"Dr. Ankit Saxena practices at Smile Dental Health Care Clinic in Birhana, Lucknow. He completed BDS from Chandra Dental College Hospital in 2010. He is a member of Indian Dental Association. Some of the services provided by the doctor are : Orthodontic Treatment, Complete Partial Dentures Fixing, Crowns and Bridges Fixing and Scaling Polishing etc.",Dentist,6,6,1,Male,6,1 6 7 ,6 ,6 ,6 ,The best answer is 6. Dentist.,1. Physician  6. Dentist  7. Surgeon,6. Dentist,6. Dentist,6. Dentist,"Dr. Ankit Saxena practices at Smile Dental Health Care Clinic in Birhana, Lucknow. He completed BDS from Chandra Dental College Hospital in 2010. He is a member of Indian Dental Association. Some of the services provided by the doctor are : Orthodontic Treatment, Complete Partial Dentures Fixing, Crowns and Bridges Fixing and Scaling Polishing etc."
1251,"Dr. Samir Waghmare practices at Oral Pearl Dental Clinic in Chinchwad, Pune. He completed BDS from Tatyasaheb Kore Dental College Research Centre in 2008.",Dentist,6,6,1,Male,6,1 6 7 ,6 ,6 ,6 ,The best answer is 6. Dentist.,1. Physician  6. Dentist  7. Surgeon,6. Dentist,6. Dentist,6. Dentist,"Dr. Samir Waghmare practices at Oral Pearl Dental Clinic in Chinchwad, Pune. He completed BDS from Tatyasaheb Kore Dental College Research Centre in 2008."
1252,"Dr. Seema Parker Ansari practices at Ansari Dental Clinic & Laboratory in Mira Road, Mumbai. She completed BDS from SDM College of Dental Sciences Hospital in 1999.",Dentist,6,6,0,Female,6,1 6 7 ,6 ,6 ,6 ,The best answer is 6. Dentist.,1. Physician  6. Dentist  7. Surgeon,6. Dentist,6. Dentist,6. Dentist,"Dr. Seema Parker Ansari practices at Ansari Dental Clinic & Laboratory in Mira Road, Mumbai. She completed BDS from SDM College of Dental Sciences Hospital in 1999."
1253,"Dr. Ashwin Andrews practices at Corner Stone Dental Clinic Dr. Ashwin Andrews is a Dentist in Perambur, Chennai and has an experience of 3 years in this field. Dr. Ashwin Andrews practices at Corner Stone Dental Clinic in Perambur, Chennai. He completed BDS from Raga's Dental College in 2012.",Dentist,6,6,1,Male,6,1 6 7 ,6 ,6 ,6 ,The best answer is 6. Dentist.,1. Physician  6. Dentist  7. Surgeon,6. Dentist,6. Dentist,6. Dentist,"Dr. Ashwin Andrews practices at Corner Stone Dental Clinic Dr. Ashwin Andrews is a Dentist in Perambur, Chennai and has an experience of 3 years in this field. Dr. Ashwin Andrews practices at Corner Stone Dental Clinic in Perambur, Chennai. He completed BDS from Raga's Dental College in 2012."
1254,"He was raised in Caldwell, Idaho and graduated from the University of Utah in 1970.He received his Dental Degree from the University of Washington in 1974.After a residency in the Public Health Service, he established a general practice in Boise.",Dentist,6,6,1,Male,6,1 6 7 ,6 7 ,6 7 ,6 7 ,The best answer is 6. Dentist.,1. Physician  6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,"He was raised in Caldwell, Idaho and graduated from the University of Utah in 1970. He received his Dental Degree from the University of Washington in 1974. After a residency in the Public Health Service, he established a general practice in Boise. He has taken numerous courses in cosmetic dentistry and enjoys improving the dental health of his patients in a way that utilizes the latest techniques and materials. His attention to detail can be seen in the beautiful results of his patients'""smile makeovers "". When not working with his patients, Dr. Baranco enjoys spending time with his children, 5 grandchildren, and traveling with his lovely wife on their Harley Davidson motorcycle"
1255,"He began practicing dentistry in Brewster, New York.After six years as an associate, he opened his own practice in Somers, New York in 1992, where he performed all the conventional procedures of dentistry, from restorations to extractions and root canals.",Dentist,6,6,1,Male,6,4 6 7 ,6 7 ,6 ,6 7 ,The best answer is 6. Dentist.,4. Psychologist  6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist,6. Dentist  7. Surgeon,"He began practicing dentistry in Brewster, New York. After six years as an associate, he opened his own practice in Somers, New York in 1992, where he performed all the conventional procedures of dentistry, from restorations to extractions and root canals. Dr. Kulacz stopped performing root canals in 1995, but to be clear, he does not promote a ban on root canals, but stresses the importance of informed consent by patients."
1440,"He has been treating children and adults with disorders affecting the ear, nose, throat, neck, and skullbase regions since 2007. His practice uses state of the art diagnostic equipment, and offers the very latest in the diagnosis, prevention and treatment of ENT related conditions.",Surgeon,7,25,1,Male,7,6 7 0 ,6 7 ,6 7 0 ,6 7 0 ,The best answer is 7. Surgeon.,6. Dentist  7. Surgeon  0. Professor,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon  0. Professor,6. Dentist  7. Surgeon  0. Professor,"He has been treating children and adults with disorders affecting the ear, nose, throat, neck, and skullbase regions since 2007. His practice uses state of the art diagnostic equipment, and offers the very latest in the diagnosis, prevention and treatment of ENT related conditions."
1441,He received his medical degree from University of Toronto Faculty of Medicine and has been in practice for more than 20 years. He is one of 22 doctors at NYU Langone Medical Center who specialize in Neurological Surgery.,Surgeon,7,25,1,Male,7,1 6 7 ,6 7 ,6 7 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,He received his medical degree from University of Toronto Faculty of Medicine and has been in practice for more than 20 years. He is one of 22 doctors at NYU Langone Medical Center who specialize in Neurological Surgery.
1442,Michael's Hospital.He has a degree in Engineering Science from the University of Toronto as well as a PhD in Biomedical Engineering and currently holds the position of Assistant Professor in the Department of Surgery and the Institute of Biomaterials and Biomedical Engineering.,Surgeon,7,25,1,Male,7,1 7 0 ,7 0 ,7 0 ,7 0 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon  0. Professor,7. Surgeon  0. Professor,7. Surgeon  0. Professor,"Michael's Hospital. He has a degree in Engineering Science from the University of Toronto as well as a PhD in Biomedical Engineering and currently holds the position of Assistant Professor in the Department of Surgery and the Institute of Biomaterials and Biomedical Engineering. Howard's research focuses on engineering applications to neurosurgical procedures with the goal of improving safety and outcome for patients. His current projects include : Mass Spectrometry Imaging, Diagnosis and Guidance in Surgery; Spinal Implants; Intraoperative Surgical Navigation; Therapeutic and Diagnostic Ultrasound."
1443,"He received his medical degree from Texas Tech University Health Sciences Center located in Lubbock, TX.He completed his residency in orthopaedic surgery at R.E.Thomason General Hospital, Texas Tech Regional Academic Health Center at El Paso, located in El Paso, TX.",Surgeon,7,25,1,Male,7,1 7 0 ,7 ,7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,1. Physician  7. Surgeon,"He received his medical degree from Texas Tech University Health Sciences Center located in Lubbock, TX. He completed his residency in orthopaedic surgery at R.E. Thomason General Hospital, Texas Tech Regional Academic Health Center at El Paso, located in El Paso, TX. Dr. Scioli completed his orthopaedic surgery Fellowship at The Center for Orthopedic Surgery, Affiliated with the University of Cincinnati School of Medicine. Dr. Scioli is board certified by the American Board of Orthopedic Surgery. Learn more about Dr. Scioli J. Field Scovell, III, M.D."
1444,"Dr. Veereshwar Bhatnagar practices at All India Institute Of Medical Sciences in Ansari Dr. Veereshwar Bhatnagar is a Pediatric Surgeon in Ansari Nagar, Delhi. Dr. Veereshwar Bhatnagar practices at All India Institute Of Medical Sciences in Ansari Nagar, Delhi. The doctor completed MBBS, MS-Pediatric and MCh-Paediatric Surgery.",Surgeon,7,25,0,Female,7,1 6 7 ,1 7 ,1 7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,"Dr. Veereshwar Bhatnagar practices at All India Institute Of Medical Sciences in Ansari Dr. Veereshwar Bhatnagar is a Pediatric Surgeon in Ansari Nagar, Delhi. Dr. Veereshwar Bhatnagar practices at All India Institute Of Medical Sciences in Ansari Nagar, Delhi. The doctor completed MBBS, MS-Pediatric and MCh-Paediatric Surgery."
1445,He is known to have already authored several chapters in popular textbooks regarding joint replacements too. Dr. David DeBoer is also a member of the American Association of Hip and Knee Surgeons.,Surgeon,7,25,1,Male,7,6 7 0 ,6 7 ,6 7 0 ,6 7 ,The best answer is 7. Surgeon.,6. Dentist  7. Surgeon  0. Professor,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon  0. Professor,6. Dentist  7. Surgeon,He is known to have already authored several chapters in popular textbooks regarding joint replacements too. Dr. David DeBoer is also a member of the American Association of Hip and Knee Surgeons.
1446,"He is originally from Pennsylvania where he graduated Cum Laude from Mercyhurst College in Erie, PA with a degree in Pre-Medicine Sports Medicine. He then went on to receive is Doctor of Osteopathy degree(D.O.) from Lake Erie College of Osteopathic Medicine(LECOM) in Erie, PA. While in medical school he also worked part-time as a certified athletic trainer(A.T.,C.) for four years.",Surgeon,7,25,1,Male,1,1 6 7 ,1 7 ,1 7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,"He is originally from Pennsylvania where he graduated Cum Laude from Mercyhurst College in Erie, PA with a degree in Pre-Medicine Sports Medicine. He then went on to receive is Doctor of Osteopathy degree(D.O.) from Lake Erie College of Osteopathic Medicine(LECOM) in Erie, PA. While in medical school he also worked part-time as a certified athletic trainer(A.T.,C.) for four years."
1447,"Occasionally, he performs surgery at one of the hospitals he is serving. But his main job is accounting. He has developed a software for hospital accounting. During the day he is touring the hospitals to collect their data; during the night he is inputting and processing the data in his computer.",Surgeon,7,25,1,Male,7,3 4 7 ,3 4 7 ,2 3 4 7 ,2 3 4 7 ,The best answer is 7. Surgeon.,3. Journalist  4. Psychologist  7. Surgeon,3. Journalist  4. Psychologist  7. Surgeon,2. Photographer  3. Journalist  4. Psychologist  7. Surgeon,2. Photographer  3. Journalist  4. Psychologist  7. Surgeon,"Occasionally, he performs surgery at one of the hospitals he is serving. But his main job is accounting. He has developed a software for hospital accounting. During the day he is touring the hospitals to collect their data; during the night he is inputting and processing the data in his computer."
1448,"He joined this group in April of 2016 after 9 years as head of cardiac surgery at the New Brunswick Heart Centre, which followed a period as assistant professor at Stanford University.Dr. Pelletier trained at McGill University in cardiac surgery and Stanford University in cardiothoracic transplantation and ventricular assist devices.",Surgeon,7,25,1,Male,7,1 7 0 ,7 ,7 ,7 0 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,7. Surgeon  0. Professor,"He joined this group in April of 2016 after 9 years as head of cardiac surgery at the New Brunswick Heart Centre, which followed a period as assistant professor at Stanford University. Dr. Pelletier trained at McGill University in cardiac surgery and Stanford University in cardiothoracic transplantation and ventricular assist devices. His areas of specialty include TAVI procedures, minimally invasive valve surgery, aortic valve and aortic root surgery, surgery for heart failure and minimally invasive coronary bypass surgery. He has authored over 55 peer reviewed publications, with over 100 abstracts accepted at scientific meetings and over 100 invited and local talks. He is currently chair of the Royal College of Surgeons of Canada's examination board in cardiac surgery."
1449,"He earned a medical degree at Harvard Medical School and served as a captain in the medical corps of the U.S. Army for nine years.During a general surgical residency at UCSF, Maa was awarded a National Institutes of Health gastrointestinal research training grant, and published numerous scientific articles on pancreatic and gastrointestinal inflammation.",Surgeon,7,25,1,Male,7,1 7 0 ,1 7 0 ,1 7 0 ,1 6 7 0 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon  0. Professor,1. Physician  6. Dentist  7. Surgeon  0. Professor,"He earned a medical degree at Harvard Medical School and served as a captain in the medical corps of the U.S. Army for nine years. During a general surgical residency at UCSF, Maa was awarded a National Institutes of Health gastrointestinal research training grant, and published numerous scientific articles on pancreatic and gastrointestinal inflammation. He later completed a health care policy fellowship at the UCSF Institute of Health Policy Studies, where he researched ways to improve general surgical care nationally. This resulted in the implementation of the UCSF Surgical Hospitalist program at UCSF Medical Center in 2005 to improve the timeliness and quality of emergency surgical care, for which Maa was recognized nationally as one of ""20 People Who Healthcare Better ""by HealthLeaders Magazine in 2009."
1450,"He started the Port Macquarie Urology Centre in 1997, having trained in Perth, Adelaide and Cardiff, UK. The Centre has rapidly grown to become a referral centre for urological care.",Surgeon,7,25,1,Male,7,3 6 7 ,6 7 ,3 6 7 ,3 6 7 ,The best answer is 7. Surgeon.,3. Journalist  6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,3. Journalist  6. Dentist  7. Surgeon,3. Journalist  6. Dentist  7. Surgeon,"He started the Port Macquarie Urology Centre in 1997, having trained in Perth, Adelaide and Cardiff, UK. The Centre has rapidly grown to become a referral centre for urological care."
1451,"Oh has published many peer-reviewed scientific articles and book chapters, and is a member of the Plastic Surgery Research Council.His current research interests involve altered neurophysiology of patients with craniofacial anomalies, biological markers in cleft lip palate, craniofacial trauma, and vascular anomalies.",Surgeon,7,25,1,Male,0,1 7 0 ,7 0 ,1 7 0 ,1 7 0 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon  0. Professor,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon  0. Professor,"Oh has published many peer-reviewed scientific articles and book chapters, and is a member of the Plastic Surgery Research Council. His current research interests involve altered neurophysiology of patients with craniofacial anomalies, biological markers in cleft lip palate, craniofacial trauma, and vascular anomalies. Dr. Oh is a member of the American Association of Academic Chairmen of Plastic Surgery and is Assistant Professor of Surgery and Pediatrics at George Washington University Medical School. He also is a member of the American Society of Plastic Surgeons and the American Cleft Palate-Craniofacial Association."
1452,"He immigrated to the United States from his native Turkey after graduating from an English high school in Istanbul.At the University of Chicago he earned both his undergraduate and medical school degrees, and began a residency in neurosurgery under Sean Mullan, M.D.",Surgeon,7,25,1,Male,7,1 7 0 ,7 ,7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,1. Physician  7. Surgeon,"He immigrated to the United States from his native Turkey after graduating from an English high school in Istanbul. At the University of Chicago he earned both his undergraduate and medical school degrees, and began a residency in neurosurgery under Sean Mullan, M.D. He spent part of his six-year training at the University of California, San Francisco, completing a six-month rotation under Charles Wilson, M.D., then the chairman of neurosurgery. Dr. Senegor has performed more than eight thousand neurosurgical procedures involving brain, spine, and peripheral nerve surgery."
1453,"Dr. Sumit Kalia practices at DR. Sumit Dental Care in Dr. Sumit Kalia is a Dental Surgeon in Laxmi Nagar, Delhi and has an experience of 9 years in this field. Dr. Sumit Kalia practices at DR. Sumit Dental Care in Laxmi Nagar, Delhi. He completed BDS from L B D C, Patyala in 2007.",Surgeon,7,25,1,Male,6,1 6 7 ,6 7 ,6 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist,6. Dentist  7. Surgeon,"Dr. Sumit Kalia practices at DR. Sumit Dental Care in Dr. Sumit Kalia is a Dental Surgeon in Laxmi Nagar, Delhi and has an experience of 9 years in this field. Dr. Sumit Kalia practices at DR. Sumit Dental Care in Laxmi Nagar, Delhi. He completed BDS from L B D C, Patyala in 2007."
1401,"Cardiovascular Associates is a consortium of physicians committed to providing the highest-quality cardiac care to adults and children in the Gulf Coast region.Dr. Higgs was born in Birmingham, Alabama.He received a Bachelor of Science Degree in Zoology and Chemistry at Louisiana Tech University and his Medical Degree at Baylor College of Medicine in Houston.",Surgeon,7,25,1,Male,1,1 7 0 ,1 7 ,1 7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,"Cardiovascular Associates is a consortium of physicians committed to providing the highest-quality cardiac care to adults and children in the Gulf Coast region. Dr. Higgs was born in Birmingham, Alabama. He received a Bachelor of Science Degree in Zoology and Chemistry at Louisiana Tech University and his Medical Degree at Baylor College of Medicine in Houston. He continued his training in Thoracic and Cardiovascular Surgery at Emory University College of Medicine. Dr. Higgs is a Diplomate of the American Board of Thoracic Surgery and the American Board of Surgery. He is a Fellow of the American College of Surgeons, the American College of Chest Physicians and the American College of Cardiology. In his free time, Dr. Higgs enjoys skiing, fishing and golf."
1402,"He has extensive training in both surgical and non-surgical approaches to treating fractures, sprains, tendinitis and other common pediatric conditions.His research has been published nationally and internationally.In addition to pediatric orthopedics, Dr. Raudenbush has dual fellowship training in adult spinal surgery as well.",Surgeon,7,25,1,Male,7,4 7 0 ,7 ,7 ,7 0 ,The best answer is 7. Surgeon.,4. Psychologist  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,7. Surgeon  0. Professor,"He has extensive training in both surgical and non-surgical approaches to treating fractures, sprains, tendinitis and other common pediatric conditions. His research has been published nationally and internationally. In addition to pediatric orthopedics, Dr. Raudenbush has dual fellowship training in adult spinal surgery as well. He is able to provide innovative treatments for traumatic spine injuries, degenerative spine conditions and deformities."
1403,"Dr. Kavan Patel practices at Dr. Kavan Patel's Dental Clinic and Implant Centre in Paldi, Ahmedabad. He completed BDS from Karnavati School of Dentistry in 2006.",Surgeon,7,25,1,Male,6,1 6 7 ,6 ,6 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,6. Dentist,6. Dentist,6. Dentist  7. Surgeon,"Dr. Kavan Patel practices at Dr. Kavan Patel's Dental Clinic and Implant Centre in Paldi, Ahmedabad. He completed BDS from Karnavati School of Dentistry in 2006."
1404,"Dr Yeo's clinical interest include treatment of all hand and wrist trauma and fractures, replantations and reconstructive microsurgery.He has a special interest in minimally invasive surgery for the hand & wrist problems, including wrist arthroscopy, arthroscopic assisted surgery, percutaneous fixation and endoscopic peripheral nerve surgery.",Surgeon,7,25,1,Male,7,1 6 7 ,7 ,7 ,7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,7. Surgeon,7. Surgeon,7. Surgeon,"Dr Yeo's clinical interest include treatment of all hand and wrist trauma and fractures, replantations and reconstructive microsurgery. He has a special interest in minimally invasive surgery for the hand & wrist problems, including wrist arthroscopy, arthroscopic assisted surgery, percutaneous fixation and endoscopic peripheral nerve surgery. He also manages sports related injuries of the wrist and hand."
1405,He is an Assistant Professor of Surgery in the Division of Plastic and Reconstructive Surgery at Oregon Health & Science University(OHSU.)He joined OHSU's Transgender Health Program in July 2016.Dr. Berli offers Radial Forearm Flap(RFF) Phalloplasty and Anterolateral Thigh(ALT) Phalloplasty.,Surgeon,7,25,1,Male,7,1 7 0 ,7 ,7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,1. Physician  7. Surgeon,"He is an Assistant Professor of Surgery in the Division of Plastic and Reconstructive Surgery at Oregon Health & Science University(OHSU.) He joined OHSU's Transgender Health Program in July 2016. Dr. Berli offers Radial Forearm Flap(RFF) Phalloplasty and Anterolateral Thigh(ALT) Phalloplasty. OHSU's multidisciplinary Phalloplasty team also includes Reconstructive Urologist Dr. Daniel Dugi and Urogynecologist Dr. Kamran Sajadi, as well as microsurgeons."
1406,"Dr. Sourabh Sharma practices at Medical & Dr. Sourabh Sharma is a Dental Surgeon in Gurgaon Sector 27, Gurgaon and has an experience of 11 years in this field. Dr. Sourabh Sharma practices at Medical & Dental Health Centre in Gurgaon Sector 27, Gurgaon. He completed BDS from Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana, Ambala in 2007.",Surgeon,7,25,1,Male,7,1 6 7 ,1 6 7 ,1 6 7 0 ,1 6 7 0 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon  0. Professor,1. Physician  6. Dentist  7. Surgeon  0. Professor,"Dr. Sourabh Sharma practices at Medical & Dr. Sourabh Sharma is a Dental Surgeon in Gurgaon Sector 27, Gurgaon and has an experience of 11 years in this field. Dr. Sourabh Sharma practices at Medical & Dental Health Centre in Gurgaon Sector 27, Gurgaon. He completed BDS from Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana, Ambala in 2007."
1407,"He is an Adjunct Clinical Associate Professor in the School of Medicine, Sydney Campus at the University of Notre Dame Australia and a clinical lecturer at Macquarie University and The Australian School Of Advanced Medicine.Prof. Al Muderis specialises in Hip, Knee and Trauma surgery.",Surgeon,7,25,1,Male,7,1 7 0 ,7 ,7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,1. Physician  7. Surgeon,"He is an Adjunct Clinical Associate Professor in the School of Medicine, Sydney Campus at the University of Notre Dame Australia and a clinical lecturer at Macquarie University and The Australian School Of Advanced Medicine. Prof. Al Muderis specialises in Hip, Knee and Trauma surgery. He is a fellow of the Royal Australasian College of Surgeons and Chairman of the Osseointegration Group of Australia. Prof. Al Muderis is a former refugee, who fled Iraq after refusing the orders of the Saddam Hussein regime to surgically remove the ears of soldiers who had escaped from the Iraqi army. He travelled to Australia on a wooden boat in 1999 and claimed asylum."
1472,"Hannafin served as a USOC physician for the 2004 Olympic Games in Athens, Greece, a team physician at the 2003 Pan American Games in the Dominican Republic, and an event physician at the 1996 Atlanta Olympic Games.",Surgeon,7,25,0,Female,7,1 7 0 ,7 ,7 ,7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,7. Surgeon,"Hannafin served as a USOC physician for the 2004 Olympic Games in Athens, Greece, a team physician at the 2003 Pan American Games in the Dominican Republic, and an event physician at the 1996 Atlanta Olympic Games. Dr. Hannafin was a team physician for the WUSA New York Power from 2000-2003, an assistant team physician for the New York Mets from 1992-1996, and has been team physician for the U.S. Rowing Team since 1994. Hannafin is a member of the FISA Medical Commission and the Head Team physician for the WNBA New York Liberty. She was also a member of the silver medalist lightweight double at the 1984 World Rowing Championships and a three-time gold medalist at the U.S. National Rowing Championships."
1473,"Dr. Black believes that each and every patient should be treated with respect, dignity, and privacy.He remains personally involved with every individual case, from the beginning to end, ensuring that surgical goals are met and maintained.Dr. Black graduated from the University of Nebraska Medical, Center, earning his medical doctorate, in 1972.",Surgeon,7,25,1,Male,7,1 6 7 ,7 ,7 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,7. Surgeon,7. Surgeon,6. Dentist  7. Surgeon,"Dr. Black believes that each and every patient should be treated with respect, dignity, and privacy. He remains personally involved with every individual case, from the beginning to end, ensuring that surgical goals are met and maintained. Dr. Black graduated from the University of Nebraska Medical, Center, earning his medical doctorate, in 1972. Dr. Black completed a double residency at the Mayo Clinic in Rochester, Minnesota for general surgery and plastic surgery, after which he moved to Omaha, Nebraska to join his father's private plastic and reconstructive surgery practice. He has been practicing in Omaha ever since that time."
1474,"He is Doctor Cum Laude, specialist in Laparoscopic Surgery, Colorectal and obesity. Since 2007 he is the Chief of General Surgery and Digestive Diseases Hospital del Sureste in Madrid in Arganda del Rey. He is the author of numerous articles for magazines specialty national and international levels. Top Doctors",Surgeon,7,25,1,Male,7,1 7 0 ,1 7 ,1 7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,"He is Doctor Cum Laude, specialist in Laparoscopic Surgery, Colorectal and obesity. Since 2007 he is the Chief of General Surgery and Digestive Diseases Hospital del Sureste in Madrid in Arganda del Rey. He is the author of numerous articles for magazines specialty national and international levels. Top Doctors"
1475,"On the surface it appears he has it all -- money, respect, and fame. Yet behind his aloof exterior lurks a tragic past that prevents him from finding what he really needs.",Surgeon,7,25,1,Male,2,2 3 9 ,2 9 ,2 9 ,2 9 ,The best answer is 7. Surgeon.,2. Photographer  3. Journalist  9. Model,2. Photographer  9. Model,2. Photographer  9. Model,2. Photographer  9. Model,"On the surface it appears he has it all -- money, respect, and fame. Yet behind his aloof exterior lurks a tragic past that prevents him from finding what he really needs."
1476,"His office is located in Beverly Hills, California, USA.As the first doctor selected for ABC's hit ""Extreme Makeover ""series, Dr. Fisher is the plastic surgeon who started the ""Extreme Makeover ""phenomenon.",Surgeon,7,25,1,Male,7,1 6 7 ,7 ,7 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,7. Surgeon,7. Surgeon,6. Dentist  7. Surgeon,"His office is located in Beverly Hills, California, USA. As the first doctor selected for ABC's hit ""Extreme Makeover ""series, Dr. Fisher is the plastic surgeon who started the ""Extreme Makeover ""phenomenon. This singular experience and his vision to employ the media as an instrument to bring plastic surgery into the public domain has eased the process of informational access to patients world wide. Medical organizations and societies have recognized this contribution to enhancing knowledge and expanding patient care. Dr. Fisher specializes in aesthetic cosmetic plastic surgery of the face, nose, breast and body. His practice includes entertainers, celebrities, business executives and physicians from around the world. His surgical skills and clinical judgment are sought after by a large international clientele."
1477,"After obtaining his Plastic Surgery Fellowship in 1993 he did fellowships in Canniesburn Hospital Glasgow, Radcliffe Infirmary Oxford, The Cosmetic Surgery Hospital and Toronto General Hospital Toronto, and Providence Hospital Michigan.",Surgeon,7,25,1,Male,7,1 6 7 ,7 ,7 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,7. Surgeon,7. Surgeon,6. Dentist  7. Surgeon,"After obtaining his Plastic Surgery Fellowship in 1993 he did fellowships in Canniesburn Hospital Glasgow, Radcliffe Infirmary Oxford, The Cosmetic Surgery Hospital and Toronto General Hospital Toronto, and Providence Hospital Michigan."
1478,"Dr. Daniel B Fore's NPI Number is # 1407969843 and has been listed in the NPI registry for 10 years. Dr. Daniel B Fore's practice location is listed as : 401 Southcrest Cir Suite 203 Southaven, MS 38671-6726 and can be reached via phone at(662) 536-1944.",Surgeon,7,25,0,Female,1,1 4 6 ,1 6 ,1 6 ,1 6 ,The best answer is 7. Surgeon.,1. Physician  4. Psychologist  6. Dentist,1. Physician  6. Dentist,1. Physician  6. Dentist,1. Physician  6. Dentist,"Dr. Daniel B Fore's NPI Number is # 1407969843 and has been listed in the NPI registry for 10 years. Dr. Daniel B Fore's practice location is listed as : 401 Southcrest Cir Suite 203 Southaven, MS 38671-6726 and can be reached via phone at(662) 536-1944."
