idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
255,data/facet/images/imgs_2/sa_262637.jpg,Singer,17,16,1,Middle,17,7 11 17,17,17,17,The best answer is 17. Singer.,7. Guitarist  11. Laborer  17. Singer,17. Singer,17. Singer,17. Singer
747,data/facet/images/imgs_2/sa_1488549.jpg,Singer,17,16,1,Middle,17,7 17 19,17,17,17,The best answer is 17. Singer.,7. Guitarist  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
1034,data/facet/images/imgs_2/sa_3317872.jpg,Singer,17,16,0,Younger,17,14 16 17,17,17,17,The best answer is 17. Singer.,14. Painter  16. Salesperson  17. Singer,17. Singer,17. Singer,17. Singer
398,data/facet/images/imgs_2/sa_3638975.jpg,Singer,17,16,0,Younger,17,8 17 20,17,17,17,The best answer is 17. Singer.,8. Gymnast  17. Singer  20. Tennis Player,17. Singer,17. Singer,17. Singer
32,data/facet/images/imgs_2/sa_2502980.jpg,Singer,17,16,0,Younger,17,1 11 17,17,17,17,The best answer is 17. Singer.,1. Backpacker  11. Laborer  17. Singer,17. Singer,17. Singer,17. Singer
24,data/facet/images/imgs_2/sa_3263649.jpg,Singer,17,16,1,Middle,17,9 17 19,17 19,17 19,3 9 17 19,The best answer is 17. Singer.,9. Hairdresser  17. Singer  19. Speaker,17. Singer  19. Speaker,17. Singer  19. Speaker,3. Computer User  9. Hairdresser  17. Singer  19. Speaker
480,data/facet/images/imgs_2/sa_2671835.jpg,Singer,17,16,1,Middle,17,3 10 17,17,17,17,The best answer is 17. Singer.,3. Computer User  10. Horse Rider  17. Singer,17. Singer,17. Singer,17. Singer
546,data/facet/images/imgs_2/sa_3629885.jpg,Singer,17,16,0,Younger,6,6 15 17,6,6,6,The best answer is 17. Singer.,6. Guard  15. Repairman  17. Singer,6. Guard,6. Guard,6. Guard
249,data/facet/images/imgs_2/sa_1912659.jpg,Singer,17,16,1,Middle,17,11 17 19,17,17,17,The best answer is 17. Singer.,11. Laborer  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
530,data/facet/images/imgs_2/sa_2552471.jpg,Singer,17,16,1,Middle,17,6 7 17,17,7 17,7 17,The best answer is 17. Singer.,6. Guard  7. Guitarist  17. Singer,17. Singer,7. Guitarist  17. Singer,7. Guitarist  17. Singer
933,data/facet/images/imgs_2/sa_2873578.jpg,Singer,17,16,0,Younger,17,6 11 17,17,17,17,The best answer is 17. Singer.,6. Guard  11. Laborer  17. Singer,17. Singer,17. Singer,17. Singer
182,data/facet/images/imgs_2/sa_2580479.jpg,Singer,17,16,2,Older,17,10 11 17,10 11 17,10 11 17,2 10 11 12 17,The best answer is 17. Singer.,10. Horse Rider  11. Laborer  17. Singer,10. Horse Rider  11. Laborer  17. Singer,10. Horse Rider  11. Laborer  17. Singer,2. Boatman  10. Horse Rider  11. Laborer  12. Officer  17. Singer
497,data/facet/images/imgs_2/sa_446483.jpg,Singer,17,16,0,Younger,17,6 17 19,17,17,17,The best answer is 17. Singer.,6. Guard  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
185,data/facet/images/imgs_2/sa_2393906.jpg,Singer,17,16,0,Younger,17,7 16 17,7 16 17,7 16 17,16 17,The best answer is 17. Singer.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  16. Salesperson  17. Singer,16. Salesperson  17. Singer
941,data/facet/images/imgs_2/sa_1635972.jpg,Singer,17,16,1,Middle,17,11 14 17,1 6 7 11 14 17 19,6 11 14 17,6 11 14 17,The best answer is 17. Singer.,11. Laborer  14. Painter  17. Singer,1. Backpacker  6. Guard  7. Guitarist  11. Laborer  14. Painter  17. Singer  19. Speaker,6. Guard  11. Laborer  14. Painter  17. Singer,6. Guard  11. Laborer  14. Painter  17. Singer
958,data/facet/images/imgs_2/sa_1429736.jpg,Singer,17,16,1,Middle,17,10 17 19,17,17,10 17 19,The best answer is 17. Singer.,10. Horse Rider  17. Singer  19. Speaker,17. Singer,17. Singer,10. Horse Rider  17. Singer  19. Speaker
194,data/facet/images/imgs_2/sa_3826401.jpg,Singer,17,16,1,Middle,17,10 17 19,17 19,3 10 17 19,3 10 17 19,The best answer is 17. Singer.,10. Horse Rider  17. Singer  19. Speaker,17. Singer  19. Speaker,3. Computer User  10. Horse Rider  17. Singer  19. Speaker,3. Computer User  10. Horse Rider  17. Singer  19. Speaker
998,data/facet/images/imgs_2/sa_1507381.jpg,Singer,17,16,0,Younger,17,7 11 17,17,11 17,17,The best answer is 17. Singer.,7. Guitarist  11. Laborer  17. Singer,17. Singer,11. Laborer  17. Singer,17. Singer
461,data/facet/images/imgs_2/sa_3135328.jpg,Singer,17,16,1,Middle,11,11 17 19,7 10 11 16 17 19,7 11 17 19,7 11 17 19,The best answer is 17. Singer.,11. Laborer  17. Singer  19. Speaker,7. Guitarist  10. Horse Rider  11. Laborer  16. Salesperson  17. Singer  19. Speaker,7. Guitarist  11. Laborer  17. Singer  19. Speaker,7. Guitarist  11. Laborer  17. Singer  19. Speaker
989,data/facet/images/imgs_2/sa_4196530.jpg,Singer,17,16,1,Middle,17,3 16 17,3 8 11 16 17 19 20,3 16 17 19,3 16 17 19,The best answer is 17. Singer.,3. Computer User  16. Salesperson  17. Singer,3. Computer User  8. Gymnast  11. Laborer  16. Salesperson  17. Singer  19. Speaker  20. Tennis Player,3. Computer User  16. Salesperson  17. Singer  19. Speaker,3. Computer User  16. Salesperson  17. Singer  19. Speaker
1002,data/facet/images/imgs_2/sa_1921220.jpg,Singer,17,16,0,Younger,17,7 14 17,17,17,17,The best answer is 17. Singer.,7. Guitarist  14. Painter  17. Singer,17. Singer,17. Singer,17. Singer
640,data/facet/images/imgs_2/sa_2408483.jpg,Singer,17,16,1,Middle,17,11 15 17,17,17,17,The best answer is 17. Singer.,11. Laborer  15. Repairman  17. Singer,17. Singer,17. Singer,17. Singer
1239,data/facet/images/imgs_2/sa_3553059.jpg,Singer,17,16,0,Younger,17,1 17 19,17,17,17,The best answer is 17. Singer.,1. Backpacker  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
786,data/facet/images/imgs_2/sa_4078339.jpg,Singer,17,16,3,Unknown,17,8 11 17,8 11 17 19,8 11 17 19,8 11 17 19,The best answer is 17. Singer.,8. Gymnast  11. Laborer  17. Singer,8. Gymnast  11. Laborer  17. Singer  19. Speaker,8. Gymnast  11. Laborer  17. Singer  19. Speaker,8. Gymnast  11. Laborer  17. Singer  19. Speaker
856,data/facet/images/imgs_2/sa_1549906.jpg,Singer,17,16,1,Middle,17,7 11 17,17,17,17,The best answer is 17. Singer.,7. Guitarist  11. Laborer  17. Singer,17. Singer,17. Singer,17. Singer
1301,data/facet/images/imgs_2/sa_3348199.jpg,Singer,17,16,1,Middle,17,8 17 19,8 11 17 19,8 11 17 19,8 11 17 19,The best answer is 17. Singer.,8. Gymnast  17. Singer  19. Speaker,8. Gymnast  11. Laborer  17. Singer  19. Speaker,8. Gymnast  11. Laborer  17. Singer  19. Speaker,8. Gymnast  11. Laborer  17. Singer  19. Speaker
7,data/facet/images/imgs_2/sa_2159295.jpg,Singer,17,16,1,Middle,17,7 11 17,17,17,17,The best answer is 17. Singer.,7. Guitarist  11. Laborer  17. Singer,17. Singer,17. Singer,17. Singer
1052,data/facet/images/imgs_2/sa_2996602.jpg,Singer,17,16,1,Middle,17,3 17 19,17,17,17,The best answer is 17. Singer.,3. Computer User  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
104,data/facet/images/imgs_2/sa_2499025.jpg,Singer,17,16,1,Middle,17,7 17 19,17,17,17,The best answer is 17. Singer.,7. Guitarist  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
305,data/facet/images/imgs_2/sa_3033729.jpg,Singer,17,16,1,Middle,17,11 14 17,17,17,17,The best answer is 17. Singer.,11. Laborer  14. Painter  17. Singer,17. Singer,17. Singer,17. Singer
1106,data/facet/images/imgs_2/sa_3803376.jpg,Singer,17,16,1,Middle,17,7 16 17,17,7 17,7 16 17 19,The best answer is 17. Singer.,7. Guitarist  16. Salesperson  17. Singer,17. Singer,7. Guitarist  17. Singer,7. Guitarist  16. Salesperson  17. Singer  19. Speaker
326,data/facet/images/imgs_2/sa_3272896.jpg,Singer,17,16,1,Middle,17,11 15 17,11 17,11 15 17,2 11 15 17,The best answer is 17. Singer.,11. Laborer  15. Repairman  17. Singer,11. Laborer  17. Singer,11. Laborer  15. Repairman  17. Singer,2. Boatman  11. Laborer  15. Repairman  17. Singer
43,data/facet/images/imgs_2/sa_4300430.jpg,Singer,17,16,3,Unknown,17,10 16 17,17,10 17,17,The best answer is 17. Singer.,10. Horse Rider  16. Salesperson  17. Singer,17. Singer,10. Horse Rider  17. Singer,17. Singer
1105,data/facet/images/imgs_2/sa_4207548.jpg,Singer,17,16,1,Middle,16,2 16 17,2 7 11 16 17,2 7 16 17,2 7 16 17,The best answer is 17. Singer.,2. Boatman  16. Salesperson  17. Singer,2. Boatman  7. Guitarist  11. Laborer  16. Salesperson  17. Singer,2. Boatman  7. Guitarist  16. Salesperson  17. Singer,2. Boatman  7. Guitarist  16. Salesperson  17. Singer
336,data/facet/images/imgs_2/sa_342595.jpg,Singer,17,16,0,Younger,17,6 17 19,17,17,17,The best answer is 17. Singer.,6. Guard  17. Singer  19. Speaker,17. Singer,17. Singer,17. Singer
1359,data/facet/images/imgs_2/sa_2844056.jpg,Singer,17,16,0,Younger,17,3 6 17,17,17,17,The best answer is 17. Singer.,3. Computer User  6. Guard  17. Singer,17. Singer,17. Singer,17. Singer
1353,data/facet/images/imgs_2/sa_2457898.jpg,Singer,17,16,0,Younger,17,8 17 20,17,17,17,The best answer is 17. Singer.,8. Gymnast  17. Singer  20. Tennis Player,17. Singer,17. Singer,17. Singer
1349,data/facet/images/imgs_2/sa_204323.jpg,Singer,17,16,1,Middle,17,9 10 17,9 17,7 9 10 17,7 9 10 17,The best answer is 17. Singer.,9. Hairdresser  10. Horse Rider  17. Singer,9. Hairdresser  17. Singer,7. Guitarist  9. Hairdresser  10. Horse Rider  17. Singer,7. Guitarist  9. Hairdresser  10. Horse Rider  17. Singer
853,data/facet/images/imgs_2/sa_1422174.jpg,Singer,17,16,1,Middle,17,17 19 20,17,17,17 19,The best answer is 17. Singer.,17. Singer  19. Speaker  20. Tennis Player,17. Singer,17. Singer,17. Singer  19. Speaker
827,data/facet/images/imgs_2/sa_3544461.jpg,Singer,17,16,1,Middle,17,10 17 19,10 17 19,7 10 17 19,7 10 17 19,The best answer is 17. Singer.,10. Horse Rider  17. Singer  19. Speaker,10. Horse Rider  17. Singer  19. Speaker,7. Guitarist  10. Horse Rider  17. Singer  19. Speaker,7. Guitarist  10. Horse Rider  17. Singer  19. Speaker
1267,data/facet/images/imgs_2/sa_4052361.jpg,Singer,17,16,1,Middle,16,11 16 17,11 16 17,11 15 16 17,11 15 16 17,The best answer is 17. Singer.,11. Laborer  16. Salesperson  17. Singer,11. Laborer  16. Salesperson  17. Singer,11. Laborer  15. Repairman  16. Salesperson  17. Singer,11. Laborer  15. Repairman  16. Salesperson  17. Singer
114,data/facet/images/imgs_2/sa_2902486.jpg,Singer,17,16,0,Younger,16,11 16 17,11 16 17,11 16 17,16 17,The best answer is 17. Singer.,11. Laborer  16. Salesperson  17. Singer,11. Laborer  16. Salesperson  17. Singer,11. Laborer  16. Salesperson  17. Singer,16. Salesperson  17. Singer
352,data/facet/images/imgs_2/sa_1376658.jpg,Singer,17,16,1,Middle,17,7 9 17,17,17,17,The best answer is 17. Singer.,7. Guitarist  9. Hairdresser  17. Singer,17. Singer,17. Singer,17. Singer
365,data/facet/images/imgs_2/sa_1873155.jpg,Singer,17,16,0,Younger,17,11 12 17,11 12 17,11 12 15 17,12 17,The best answer is 17. Singer.,11. Laborer  12. Officer  17. Singer,11. Laborer  12. Officer  17. Singer,11. Laborer  12. Officer  15. Repairman  17. Singer,12. Officer  17. Singer
1039,data/facet/images/imgs_2/sa_4195314.jpg,Singer,17,16,1,Middle,17,9 14 17,17,17,17,The best answer is 17. Singer.,9. Hairdresser  14. Painter  17. Singer,17. Singer,17. Singer,17. Singer
693,data/facet/images/imgs_2/sa_3773211.jpg,Singer,17,16,1,Middle,17,10 13 17,17,17,17,The best answer is 17. Singer.,10. Horse Rider  13. Motorcyclist  17. Singer,17. Singer,17. Singer,17. Singer
339,data/facet/images/imgs_2/sa_4350116.jpg,Singer,17,16,1,Middle,17,10 17 20,17,17,10 11 17 20,The best answer is 17. Singer.,10. Horse Rider  17. Singer  20. Tennis Player,17. Singer,17. Singer,10. Horse Rider  11. Laborer  17. Singer  20. Tennis Player
1037,data/facet/images/imgs_2/sa_1912661.jpg,Singer,17,16,1,Middle,17,3 10 17,3 17,3 10 14 17,3 10 14 17,The best answer is 17. Singer.,3. Computer User  10. Horse Rider  17. Singer,3. Computer User  17. Singer,3. Computer User  10. Horse Rider  14. Painter  17. Singer,3. Computer User  10. Horse Rider  14. Painter  17. Singer
835,data/facet/images/imgs_2/sa_2323769.jpg,Singer,17,16,1,Middle,17,4 16 17,17,17,4 16 17 19,The best answer is 17. Singer.,4. Craftsman  16. Salesperson  17. Singer,17. Singer,17. Singer,4. Craftsman  16. Salesperson  17. Singer  19. Speaker
682,data/facet/images/imgs_2/sa_2719919.jpg,Singer,17,16,1,Middle,17,7 10 17,7 17,7 10 17,7 10 12 17,The best answer is 17. Singer.,7. Guitarist  10. Horse Rider  17. Singer,7. Guitarist  17. Singer,7. Guitarist  10. Horse Rider  17. Singer,7. Guitarist  10. Horse Rider  12. Officer  17. Singer
1040,data/facet/images/imgs_2/sa_2634488.jpg,Singer,17,16,1,Middle,17,10 11 17,17,17,7 10 11 17,The best answer is 17. Singer.,10. Horse Rider  11. Laborer  17. Singer,17. Singer,17. Singer,7. Guitarist  10. Horse Rider  11. Laborer  17. Singer
803,data/facet/images/imgs_2/sa_4185974.jpg,Skateboarder,18,17,3,Unknown,18,1 8 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  8. Gymnast  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
921,data/facet/images/imgs_2/sa_3116896.jpg,Skateboarder,18,17,3,Unknown,18,13 18 19,18,18,18,The best answer is 18. Skateboarder.,13. Motorcyclist  18. Skateboarder  19. Speaker,18. Skateboarder,18. Skateboarder,18. Skateboarder
1200,data/facet/images/imgs_2/sa_2492270.jpg,Skateboarder,18,17,0,Younger,18,1 18 20,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
744,data/facet/images/imgs_2/sa_3572844.jpg,Skateboarder,18,17,0,Younger,18,16 18 20,18,18,18,The best answer is 18. Skateboarder.,16. Salesperson  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
1293,data/facet/images/imgs_2/sa_246379.jpg,Skateboarder,18,17,3,Unknown,18,8 18 19,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  18. Skateboarder  19. Speaker,18. Skateboarder,18. Skateboarder,18. Skateboarder
524,data/facet/images/imgs_2/sa_4797184.jpg,Skateboarder,18,17,0,Younger,18,10 11 18,18,18,18,The best answer is 18. Skateboarder.,10. Horse Rider  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
363,data/facet/images/imgs_2/sa_359000.jpg,Skateboarder,18,17,0,Younger,18,1 16 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
780,data/facet/images/imgs_2/sa_2356037.jpg,Skateboarder,18,17,3,Unknown,18,10 13 18,18,18,18,The best answer is 18. Skateboarder.,10. Horse Rider  13. Motorcyclist  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1365,data/facet/images/imgs_2/sa_3688718.jpg,Skateboarder,18,17,1,Middle,18,2 13 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  13. Motorcyclist  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1395,data/facet/images/imgs_2/sa_444628.jpg,Skateboarder,18,17,0,Younger,18,6 8 18,18,18,18,The best answer is 18. Skateboarder.,6. Guard  8. Gymnast  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
180,data/facet/images/imgs_2/sa_2973066.jpg,Skateboarder,18,17,3,Unknown,18,8 16 18,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
209,data/facet/images/imgs_2/sa_4138553.jpg,Skateboarder,18,17,1,Middle,18,15 16 18,18,18,18,The best answer is 18. Skateboarder.,15. Repairman  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
50,data/facet/images/imgs_2/sa_363917.jpg,Skateboarder,18,17,0,Younger,18,6 11 18,18,18,18,The best answer is 18. Skateboarder.,6. Guard  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
699,data/facet/images/imgs_2/sa_2562249.jpg,Skateboarder,18,17,0,Younger,18,10 11 18,18,18,18,The best answer is 18. Skateboarder.,10. Horse Rider  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
583,data/facet/images/imgs_2/sa_406746.jpg,Skateboarder,18,17,0,Younger,18,11 18 20,18,18,18,The best answer is 18. Skateboarder.,11. Laborer  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
138,data/facet/images/imgs_2/sa_4948269.jpg,Skateboarder,18,17,3,Unknown,18,13 16 18,18,18,18,The best answer is 18. Skateboarder.,13. Motorcyclist  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
368,data/facet/images/imgs_2/sa_4229544.jpg,Skateboarder,18,17,1,Middle,18,8 11 18,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1346,data/facet/images/imgs_2/sa_4370127.jpg,Skateboarder,18,17,1,Middle,18,11 16 18,18,18,18,The best answer is 18. Skateboarder.,11. Laborer  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1068,data/facet/images/imgs_2/sa_3438979.jpg,Skateboarder,18,17,1,Middle,18,1 16 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
356,data/facet/images/imgs_2/sa_3483018.jpg,Skateboarder,18,17,0,Younger,18,6 16 18,18,18,18,The best answer is 18. Skateboarder.,6. Guard  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
355,data/facet/images/imgs_2/sa_3160780.jpg,Skateboarder,18,17,0,Younger,18,8 11 18,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
769,data/facet/images/imgs_2/sa_2896022.jpg,Skateboarder,18,17,0,Younger,18,8 18 20,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
40,data/facet/images/imgs_2/sa_4370618.jpg,Skateboarder,18,17,1,Middle,18,1 11 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
168,data/facet/images/imgs_2/sa_4116643.jpg,Skateboarder,18,17,1,Middle,18,6 8 18,18,18,18,The best answer is 18. Skateboarder.,6. Guard  8. Gymnast  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
350,data/facet/images/imgs_2/sa_47946.jpg,Skateboarder,18,17,1,Middle,18,1 2 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  2. Boatman  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
650,data/facet/images/imgs_2/sa_4961387.jpg,Skateboarder,18,17,3,Unknown,18,8 10 18,18,8 18,18,The best answer is 18. Skateboarder.,8. Gymnast  10. Horse Rider  18. Skateboarder,18. Skateboarder,8. Gymnast  18. Skateboarder,18. Skateboarder
1281,data/facet/images/imgs_2/sa_4081590.jpg,Skateboarder,18,17,0,Younger,18,11 16 18,18,18,18,The best answer is 18. Skateboarder.,11. Laborer  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1318,data/facet/images/imgs_2/sa_3119309.jpg,Skateboarder,18,17,3,Unknown,18,8 18 20,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
832,data/facet/images/imgs_2/sa_3809050.jpg,Skateboarder,18,17,1,Middle,18,4 10 18,18,18,18,The best answer is 18. Skateboarder.,4. Craftsman  10. Horse Rider  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
828,data/facet/images/imgs_2/sa_3620847.jpg,Skateboarder,18,17,0,Younger,18,8 15 18,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  15. Repairman  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
680,data/facet/images/imgs_2/sa_363906.jpg,Skateboarder,18,17,0,Younger,18,8 18 20,6 8 18 20,6 8 18 20,6 8 18 20,The best answer is 18. Skateboarder.,8. Gymnast  18. Skateboarder  20. Tennis Player,6. Guard  8. Gymnast  18. Skateboarder  20. Tennis Player,6. Guard  8. Gymnast  18. Skateboarder  20. Tennis Player,6. Guard  8. Gymnast  18. Skateboarder  20. Tennis Player
867,data/facet/images/imgs_2/sa_3148461.jpg,Skateboarder,18,17,1,Middle,18,8 18 20,8 18,8 18 20,8 18 20,The best answer is 18. Skateboarder.,8. Gymnast  18. Skateboarder  20. Tennis Player,8. Gymnast  18. Skateboarder,8. Gymnast  18. Skateboarder  20. Tennis Player,8. Gymnast  18. Skateboarder  20. Tennis Player
651,data/facet/images/imgs_2/sa_4066974.jpg,Skateboarder,18,17,1,Middle,18,11 16 18,18,18,18,The best answer is 18. Skateboarder.,11. Laborer  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
857,data/facet/images/imgs_2/sa_3669218.jpg,Skateboarder,18,17,0,Younger,18,2 8 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  8. Gymnast  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
115,data/facet/images/imgs_2/sa_4191317.jpg,Skateboarder,18,17,0,Younger,18,8 18 20,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
1121,data/facet/images/imgs_2/sa_2643751.jpg,Skateboarder,18,17,3,Unknown,2,2 16 18,2 16 18,1 2 16 18,1 2 16 18,The best answer is 18. Skateboarder.,2. Boatman  16. Salesperson  18. Skateboarder,2. Boatman  16. Salesperson  18. Skateboarder,1. Backpacker  2. Boatman  16. Salesperson  18. Skateboarder,1. Backpacker  2. Boatman  16. Salesperson  18. Skateboarder
785,data/facet/images/imgs_2/sa_3052440.jpg,Skateboarder,18,17,1,Middle,18,1 2 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  2. Boatman  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
106,data/facet/images/imgs_2/sa_2769654.jpg,Skateboarder,18,17,1,Middle,18,2 11 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
102,data/facet/images/imgs_2/sa_3915582.jpg,Skateboarder,18,17,1,Middle,18,6 16 18,18,18,18,The best answer is 18. Skateboarder.,6. Guard  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1298,data/facet/images/imgs_2/sa_2525625.jpg,Skateboarder,18,17,1,Middle,18,13 16 18,13 16 18,6 13 16 18,6 13 16 18,The best answer is 18. Skateboarder.,13. Motorcyclist  16. Salesperson  18. Skateboarder,13. Motorcyclist  16. Salesperson  18. Skateboarder,6. Guard  13. Motorcyclist  16. Salesperson  18. Skateboarder,6. Guard  13. Motorcyclist  16. Salesperson  18. Skateboarder
1296,data/facet/images/imgs_2/sa_2973560.jpg,Skateboarder,18,17,3,Unknown,18,2 13 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  13. Motorcyclist  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
790,data/facet/images/imgs_2/sa_4288.jpg,Skateboarder,18,17,0,Younger,18,10 13 18,18,18,18,The best answer is 18. Skateboarder.,10. Horse Rider  13. Motorcyclist  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
400,data/facet/images/imgs_2/sa_3555219.jpg,Skateboarder,18,17,3,Unknown,18,13 16 18,18,18,18,The best answer is 18. Skateboarder.,13. Motorcyclist  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1036,data/facet/images/imgs_2/sa_4638237.jpg,Skateboarder,18,17,3,Unknown,18,6 12 18,6 12 18,6 10 12 18,6 10 12 18,The best answer is 18. Skateboarder.,6. Guard  12. Officer  18. Skateboarder,6. Guard  12. Officer  18. Skateboarder,6. Guard  10. Horse Rider  12. Officer  18. Skateboarder,6. Guard  10. Horse Rider  12. Officer  18. Skateboarder
364,data/facet/images/imgs_2/sa_3500444.jpg,Skateboarder,18,17,1,Middle,18,2 10 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  10. Horse Rider  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
605,data/facet/images/imgs_2/sa_2545275.jpg,Skateboarder,18,17,0,Younger,18,2 11 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1171,data/facet/images/imgs_2/sa_4858740.jpg,Skateboarder,18,17,0,Younger,1,1 16 18,1 16 18,1 16 18,1,The best answer is 18. Skateboarder.,1. Backpacker  16. Salesperson  18. Skateboarder,1. Backpacker  16. Salesperson  18. Skateboarder,1. Backpacker  16. Salesperson  18. Skateboarder,1. Backpacker
1194,data/facet/images/imgs_2/sa_2439623.jpg,Skateboarder,18,17,3,Unknown,18,2 13 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  13. Motorcyclist  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1170,data/facet/images/imgs_2/sa_4879579.jpg,Skateboarder,18,17,1,Middle,18,1 11 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
501,data/facet/images/imgs_2/sa_3793617.jpg,Skateboarder,18,17,0,Younger,13,13 16 18,2 6 11 13 16 18,11 13 16 18,11 13 16 18,The best answer is 18. Skateboarder.,13. Motorcyclist  16. Salesperson  18. Skateboarder,2. Boatman  6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson  18. Skateboarder,11. Laborer  13. Motorcyclist  16. Salesperson  18. Skateboarder,11. Laborer  13. Motorcyclist  16. Salesperson  18. Skateboarder
503,data/facet/images/imgs_2/sa_4917452.jpg,Skateboarder,18,17,1,Middle,18,2 8 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  8. Gymnast  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
